created_at,user,retweet_count,text,clean_text,user_loc,country,user_followers_count
04-14-2017,4FollowingJesus,0,@AmyMek @mikewright1997 Liberals whine about Bombing Muslim Terrorists but are Silent while Christians are Beheaded… https://t.co/LHlYRG7TJY, AmyMek mikewright1997 Liberals whine about Bombing Muslim Terrorists but are Silent while Christians are Beheaded https t co LHlYRG7TJY,,,4122
04-14-2017,matters_matter,0,"@_sara_4A @AbbyMartin why are u mad at ""one condom""? Are u sayinG the Int community should be using more than ""one condom""?!! #SafeSex #MOAB", _sara_4A AbbyMartin why are u mad at one condom Are u sayinG the Int community should be using more than one condom SafeSex MOAB,,,7
04-14-2017,916JacketPack81,0,Ok? What is the cost of a #MOAB? I've seen 2 prices so far and they are VERY far apart. 16 Mill &amp; 314 Mill? Which one is it?,Ok What is the cost of a MOAB I ve seen 2 prices so far and they are VERY far apart 16 Mill amp 314 Mill Which one is it ,,,1667
04-14-2017,trinareyes,1,@bbusa617 Under a rock somewhere in the Middle East. #MOAB, bbusa617 Under a rock somewhere in the Middle East MOAB,,,963
04-14-2017,profcasby,0,"#Trump says: ""When it comes to bombing other countries - #GoBig - or don't go at all! #MAGA #MEGA #MOAB!", Trump says When it comes to bombing other countries GoBig or don t go at all MAGA MEGA MOAB ,,,100
04-14-2017,CyberRabid,0,"@AWAKEALERT #ROFL! That's not a nuke, that's not #Yemen, and that's a good distance from the village in the video. #MOAB", AWAKEALERT ROFL That s not a nuke that s not Yemen and that s a good distance from the village in the video MOAB,,,1873
04-14-2017,djslurpe,0,@SouthLoneStar @janey1792 Trump could cure cancer tomorrow and the libs would fly their cardboard signs about cance… https://t.co/J1C6QPXxU7, SouthLoneStar janey1792 Trump could cure cancer tomorrow and the libs would fly their cardboard signs about cance https t co J1C6QPXxU7,,,79
04-14-2017,shawlarryjr,0,@SWLaurie63 @thehill That bomb the military dropped was $170k. U Liberals lie like rugs. #PresidentTrump #MAGA #MOAB, SWLaurie63 thehill That bomb the military dropped was 170k U Liberals lie like rugs PresidentTrump MAGA MOAB,,,200
04-14-2017,DavGun10,1,Don't bring a #moab to an impeachment fight. https://t.co/9nhReVkhXJ,Don t bring a moab to an impeachment fight https t co 9nhReVkhXJ,,,434
04-14-2017,DavidVFarrell,0,@Lrihendry @JessieJaneDuff #Pocahontas is upset we stopped using #Tomahawk missiles for this attack.  She doesn't k… https://t.co/ZJ6sMwDG75, Lrihendry JessieJaneDuff Pocahontas is upset we stopped using Tomahawk missiles for this attack She doesn t k https t co ZJ6sMwDG75,,,2617
04-14-2017,Arthurdunn17,0,@JaydaBF Sad should drop another #MOAB right in the middle of that dirty crowd suck ass Muslim trash, JaydaBF Sad should drop another MOAB right in the middle of that dirty crowd suck ass Muslim trash,,,30
04-14-2017,iamAvniJ,0,Why are there no further reports after #MOAB incident..no casualties ? no numbers ?,Why are there no further reports after MOAB incident no casualties no numbers ,,,5
04-14-2017,arbolioto,0,It turned out the 'Mad Dog' Mattis is indeed a mad dog. #Trump #Mattis #Kim #Korea #MOAB,It turned out the Mad Dog Mattis is indeed a mad dog Trump Mattis Kim Korea MOAB,,,2701
04-14-2017,akahemi,0,No civilian casualties in U.S. massive bombing against IS in #Afghanistan: commander - Xinhua | #MOAB https://t.co/hFCEKcqcjO,No civilian casualties in U S massive bombing against IS in Afghanistan commander Xinhua MOAB https t co hFCEKcqcjO,,,385
04-14-2017,mimih2os,0,#MOAB #motherofalldistractions needs to trend https://t.co/9Rdp3uCZzW, MOAB motherofalldistractions needs to trend https t co 9Rdp3uCZzW,,,33
04-14-2017,zepcook,0,"ZepCook Find the best kitchen-tested recipes, videos, healthy meals, party menus and cooking techniques from top cooks. #Moab Cost zepcook.…",ZepCook Find the best kitchen tested recipes videos healthy meals party menus and cooking techniques from top cooks Moab Cost zepcook ,,,34
04-14-2017,FidoSysop,0,"Wikileaks: Those Tunnels The U.S Is Bombing In Afghanistan, They Were Built By The CIA https://t.co/lThNfQvpWp #CIA #moab #Wikileaks",Wikileaks Those Tunnels The U S Is Bombing In Afghanistan They Were Built By The CIA https t co lThNfQvpWp CIA moab Wikileaks,,,150
04-14-2017,omen_syria,1,"with all the talk of #MOAB, no one mentions Iran &amp; Russia are facilitating AQ/ISIS/Taliban.",with all the talk of MOAB no one mentions Iran amp Russia are facilitating AQ ISIS Taliban ,,,3373
04-14-2017,DjMarckyMark,0,Earth go hard. #MOAB MAGA,Earth go hard MOAB MAGA,,,405
04-14-2017,AcerbicAcademic,0,Geraldo Rivera creams himself watching people be blown up by the 'Mother of All Bombs.'  #moab @GeraldoRivera @Salon https://t.co/6qNf7hl1GP,Geraldo Rivera creams himself watching people be blown up by the Mother of All Bombs moab GeraldoRivera Salon https t co 6qNf7hl1GP,,,2960
04-14-2017,FRASER1776_,26,Liberals are deeply upset 36 supporters of theirs were blown up by trump. #maga #moab,Liberals are deeply upset 36 supporters of theirs were blown up by trump maga moab,,,4025
04-14-2017,PrimaryMcCain,0,The burning question in my mind: Did they drop the Traffic Cone Orange one or the Gadsden colored beauty shown here… https://t.co/hvmYrr8UPV,The burning question in my mind Did they drop the Traffic Cone Orange one or the Gadsden colored beauty shown here https t co hvmYrr8UPV,,,259
04-14-2017,Aethonaia,0,#DonaldTrump Edges Closer To #Russia – #US #Soldiers Land In #Europe (#Poland) After #Afghan #MOAB https://t.co/RPYiOSjrTS #NATO #EU #Putin, DonaldTrump Edges Closer To Russia US Soldiers Land In Europe Poland After Afghan MOAB https t co RPYiOSjrTS NATO EU Putin,,,2865
04-14-2017,CarolineKoon1,0,@ZeddRebel @stockguy61 @DonaldJTrumpJr Your daddy cant take the credit since #MOAB was sent by Pres O &amp; Gen Nichols… https://t.co/01NOpUTKRp, ZeddRebel stockguy61 DonaldJTrumpJr Your daddy cant take the credit since MOAB was sent by Pres O amp Gen Nichols https t co 01NOpUTKRp,,,62
04-14-2017,autogogue,0,"It was #TheBomb.

First time I listened to the news since the morning of November eighth. 

#electionday #moab #murder #war #humanrights",It was TheBomb First time I listened to the news since the morning of November eighth electionday moab murder war humanrights,,,52
04-14-2017,_negina,0,"When it happens to #afghanistan, why is everyone suddenly so comfortable with mass attacks? Still the longest war. Still no end. #moab",When it happens to afghanistan why is everyone suddenly so comfortable with mass attacks Still the longest war Still no end moab,,,82
04-14-2017,RandyBo78945202,0,I wonder how small @realDonaldTrump hands looked next to that giant bomb lol #moab,I wonder how small realDonaldTrump hands looked next to that giant bomb lol moab,,,4
04-14-2017,BigMacky_yo,0,"Afghans in #MOAB strike area says 👍 MOAB; they don't care if their homes get  destroyed, just good riddens to IS/IS… https://t.co/03TvH5X8YG",Afghans in MOAB strike area says MOAB they don t care if their homes get destroyed just good riddens to IS IS https t co 03TvH5X8YG,,,314
04-14-2017,KorryD119,0,@sean_spicier @MLCzone I'm pretty sure that dude would feel differently if Trump dropped #MOAB on 36 Christians., sean_spicier MLCzone I m pretty sure that dude would feel differently if Trump dropped MOAB on 36 Christians ,,,147
04-14-2017,danobrien1972,0,Has Toby Keith come out and disavowed the whole @foxnews / #MOAB thing yet?,Has Toby Keith come out and disavowed the whole foxnews MOAB thing yet ,,,727
04-14-2017,Md_Renegade,0,@mitchellvii In 2016 America dodged the #MOAB #HillaryClinton @HillaryClinton, mitchellvii In 2016 America dodged the MOAB HillaryClinton HillaryClinton,,,3398
04-14-2017,hockeydad2002,0,"@FoxNews @SenWarren @SenWarren  you ask ""what is the strategy?"" Are you high? The strategy is to eliminate ISIS  #MOAB   #trump #USA", FoxNews SenWarren SenWarren you ask what is the strategy Are you high The strategy is to eliminate ISIS MOAB trump USA,,,128
04-14-2017,marloweKit,0,#MOAB used in Afghanistan costs $16 to produce per Dept of Defense https://t.co/aul5Hg1UrG, MOAB used in Afghanistan costs 16 to produce per Dept of Defense https t co aul5Hg1UrG,,,1121
04-14-2017,yankeelady19,0,@immigrant4trump @PoliceFirstNow Too bad Pocahontas wasn't on #MOAB. She is a dangerous fool!, immigrant4trump PoliceFirstNow Too bad Pocahontas wasn t on MOAB She is a dangerous fool ,,,71
04-14-2017,mrsauce007,0,@realDonaldTrump u got ne xtra #MOAB u cn drop on my house pls? thx 🐝🐝, realDonaldTrump u got ne xtra MOAB u cn drop on my house pls thx ,,,14
04-14-2017,corder_sherrie,0,@VoteTrumpPics @AppSame @CarmineZozzora @RightWingAngel @LindaSuhler @surfermom77 @Stevenwhirsch99 @KrisParonto… https://t.co/GS9g9CnEhk, VoteTrumpPics AppSame CarmineZozzora RightWingAngel LindaSuhler surfermom77 Stevenwhirsch99 KrisParonto https t co GS9g9CnEhk,,,358
04-14-2017,linuswestscot,0,"but remember, they were HUMANITARIAN bombs. we're killing these people to liberate them. #MOAB #Afghanistan #Trump https://t.co/KVNUm77tlO",but remember they were HUMANITARIAN bombs we re killing these people to liberate them MOAB Afghanistan Trump https t co KVNUm77tlO,,,198
04-14-2017,Md_Renegade,25,2016 The year America dodged the original #MOAB #MotherOfAllBombs https://t.co/XAOnYeMn0H,2016 The year America dodged the original MOAB MotherOfAllBombs https t co XAOnYeMn0H,,,3398
04-14-2017,Krashman3,0,"And now you know why they call it the ""Mother Of All Bombs"" #MOAB https://t.co/g9K9J9cdV3",And now you know why they call it the Mother Of All Bombs MOAB https t co g9K9J9cdV3,,,46
04-14-2017,JB_Tw645,57,No big surprise - #Obama regularly prostrated himself before world leaders - #Trump brings strength to #US and retu… https://t.co/nOFRn9OXds,No big surprise Obama regularly prostrated himself before world leaders Trump brings strength to US and retu https t co nOFRn9OXds,,,2378
04-14-2017,llamas4MAGA,0,#mapping ther💃way2go💩liv🎪with @NancyPelosi @SenFeinstein @SenSanders @HillaryClinton @ChelseaClinton 😂👳 #ShariaLove… https://t.co/9QVOQftnrZ, mapping ther way2go liv with NancyPelosi SenFeinstein SenSanders HillaryClinton ChelseaClinton ShariaLove https t co 9QVOQftnrZ,,,363
04-14-2017,SlapSomebodyOG,24,@JayS2629 I think killing ISIS is the strategy.  Why is a politician questioning Generals on tactics? That's been t… https://t.co/yGJH7GByy6, JayS2629 I think killing ISIS is the strategy Why is a politician questioning Generals on tactics That s been t https t co yGJH7GByy6,,,263
04-14-2017,jeanpolland1234,0,"#moabisis. 
@KatTimpf, leading up to #moab-ing #isis.  https://t.co/FS1riDwJ0j", moabisis KatTimpf leading up to moab ing isis https t co FS1riDwJ0j,,,100
04-14-2017,SYGLP,0,"#MOAB Drop truth is likely: ordinance guy just wanted to see one go off so he suggested deploying one, superiors were like ""hell yeah"".", MOAB Drop truth is likely ordinance guy just wanted to see one go off so he suggested deploying one superiors were like hell yeah ,,,609
04-14-2017,1sevenwest,0,While the media were all geeked up on #MOAB violence porn we bombed our allies in Syria. Oops! #SyriaStrikes https://t.co/w6ftOtuSwr,While the media were all geeked up on MOAB violence porn we bombed our allies in Syria Oops SyriaStrikes https t co w6ftOtuSwr,,,695
04-14-2017,drmrcharlie,0,@GibersonChris @FoxNews @GregPalkot He will getting 2 from column A and 1 from column B from the Chinese he been wa… https://t.co/65dQVlYs9q, GibersonChris FoxNews GregPalkot He will getting 2 from column A and 1 from column B from the Chinese he been wa https t co 65dQVlYs9q,,,315
04-14-2017,realjustincuomo,2,"RIP #SWEDEN. goodbye Swedish women😭😭😭 chalk another for #ISIS.

MORE #MOAB PLEASE @realDonaldTrump !!!

https://t.co/gpt6VLO3o0
#rapefugees",RIP SWEDEN goodbye Swedish women chalk another for ISIS MORE MOAB PLEASE realDonaldTrump https t co gpt6VLO3o0 rapefugees,"Hollywood, CA",US,3904
04-14-2017,deadhouse80,0,@ikebarinholtz I assume the gross humans that host Fox and Friends started to fuck each other watching that hot bom… https://t.co/XUilOqk17h, ikebarinholtz I assume the gross humans that host Fox and Friends started to fuck each other watching that hot bom https t co XUilOqk17h,,,34
04-14-2017,lisabianconi,1,And what if we said we would then didn't? Who would pay for the #MOAB then? 🖕🏼 https://t.co/QkmCZHGVEM,And what if we said we would then didn t Who would pay for the MOAB then https t co QkmCZHGVEM,NoHo Arts District,US,1145
04-14-2017,gregolear,5,"#Moab was the son of Lot and Lot's daughter.
Appropriate name for something that would appeal to Trump. https://t.co/JndEdWtUsM", Moab was the son of Lot and Lot s daughter Appropriate name for something that would appeal to Trump https t co JndEdWtUsM,,,2058
04-14-2017,gbmrhino,0,"@RamanPfaff Obama's dream of a Post-American World dies a little more each day 😂😂😂😂

#MOAB
#MAGA", RamanPfaff Obama s dream of a Post American World dies a little more each day MOAB MAGA,,,1846
04-14-2017,NIGERAIUSA,0,#US general reportedly viewed #Afghan device as 'just another bomb' #MOAB https://t.co/lHs57BTyGP, US general reportedly viewed Afghan device as just another bomb MOAB https t co lHs57BTyGP,,,1035
04-14-2017,MaxDevlin,1,"No, but you can kill everyone who believes it.
#MOAB @Uncle_Jimbo https://t.co/bKAroLIIBS",No but you can kill everyone who believes it MOAB Uncle_Jimbo https t co bKAroLIIBS,,,12125
04-14-2017,NEexpatriate,0,Here's the father of all bombs: Russia's answer to the #MOAB. https://t.co/FqhC9zxMnJ,Here s the father of all bombs Russia s answer to the MOAB https t co FqhC9zxMnJ,,,1517
04-14-2017,NeddraASmith,0,@cmangan1973 That is sooo hysterical!!! #MOAB, cmangan1973 That is sooo hysterical MOAB,,,246
04-14-2017,SteveKeller1990,1,"The opposition to #MOAB seems to wholly be based around... Trump being the president?

Sorry, fellow progressives, that's not good enough...",The opposition to MOAB seems to wholly be based around Trump being the president Sorry fellow progressives that s not good enough ,,,786
04-14-2017,DigitalCAPS,0,"Oh, for the love of #MOAB. I thought they did this already 8\ #GoBraves #ChopOn #SDvATL",Oh for the love of MOAB I thought they did this already 8 GoBraves ChopOn SDvATL,,,413
04-14-2017,beeftown_rawdog,2,"@gainedgod the shit is this, dooc has sold out fucking big Sam, jks he's fucking 🐳 #BigSam #Blatter #FIFA #MOAB… https://t.co/CqPcYU16tA", gainedgod the shit is this dooc has sold out fucking big Sam jks he s fucking BigSam Blatter FIFA MOAB https t co CqPcYU16tA,,,247
04-14-2017,SaadBasuleman,0,@GertieStover @Brucem105 @Anti_Glob @SnowBlasting @infotrumprally @PJNET_NJ @Jelloteemo @jeffhydesells… https://t.co/Gb0yve81RR, GertieStover Brucem105 Anti_Glob SnowBlasting infotrumprally PJNET_NJ Jelloteemo jeffhydesells https t co Gb0yve81RR,,,12
04-14-2017,lillie_randolph,0,@sassygayrepub and bombs..don't forget bombs #MOAB #trumpsyria #Trumprussia #Afghanistan #TrumpRussiaCollusion#Trumprussia #trumptaxreturn, sassygayrepub and bombs don t forget bombs MOAB trumpsyria Trumprussia Afghanistan TrumpRussiaCollusion Trumprussia trumptaxreturn,,,24
04-14-2017,funylute,1,@FoxNews @SenWarren Strategy is bomb the shit out of them. #MOAB, FoxNews SenWarren Strategy is bomb the shit out of them MOAB,,,39
04-14-2017,OneArise,0,"Umm... Trump playing Marie Antoinette, as in ""Let them eat cake""? Then, she and the king were guillotined.… https://t.co/X13auPmLfq",Umm Trump playing Marie Antoinette as in Let them eat cake Then she and the king were guillotined https t co X13auPmLfq,,,9
04-14-2017,Billright50,0,@flaunttnualf @dcexaminer She's probably been to some deep state or CIA sponsored 'disinformation &amp; indoctrination'… https://t.co/F2GmxSP6PF, flaunttnualf dcexaminer She s probably been to some deep state or CIA sponsored disinformation amp indoctrination https t co F2GmxSP6PF,,,8705
04-14-2017,scorpionov,0,"@ABC Why are folks assigning a""cute""frivolous name to #MOAB,Massive Ordinance Air Blast,""MotherOfAllBombs!! it's a… https://t.co/7TxDcBeRiY", ABC Why are folks assigning a cute frivolous name to MOAB Massive Ordinance Air Blast MotherOfAllBombs it s a https t co 7TxDcBeRiY,,,129
04-14-2017,jbristol11,0,@MNViolinist The #RESISTANCE wants to go back to the good old #Obama days and drop the equivalent of 3 #MOAB's a da… https://t.co/5YZ38yDS5N, MNViolinist The RESISTANCE wants to go back to the good old Obama days and drop the equivalent of 3 MOAB s a da https t co 5YZ38yDS5N,,,1523
04-14-2017,CrazyWorld463,0,"@LBC @NIAbbot Here you go you FOOL, Nick A!! (Bet you won't DARE refer to THIS video about the #MOAB)?! GET OFF YOU… https://t.co/8A576KKk3M", LBC NIAbbot Here you go you FOOL Nick A Bet you won t DARE refer to THIS video about the MOAB GET OFF YOU https t co 8A576KKk3M,None,US,95
04-14-2017,NuTVNetWork,53,#pcmagazine says #Skynet already exists. #missiles just don't #shoot themselves #moab https://t.co/oXglTagepO, pcmagazine says Skynet already exists missiles just don t shoot themselves moab https t co oXglTagepO,,,3819
04-14-2017,FPRInews,1,FPRI's Mac Owens says use of #MOAB enhances US deterrence capability: https://t.co/ovW1ps7AWE @theIWP,FPRI s Mac Owens says use of MOAB enhances US deterrence capability https t co ovW1ps7AWE theIWP,Philadelphia PA USA,US,5187
04-14-2017,StraussWalsh,0,"Keep dropping those 21000 pounds america!! Kicking fuckin ass!
#MOAB #USAIRFORCE",Keep dropping those 21000 pounds america Kicking fuckin ass MOAB USAIRFORCE,,,516
04-14-2017,camboviet,69,Rob O'Neill Defends #MOAB: 'You're Dealing With People Who Only Understand Force' https://t.co/cMRdYp1RLK,Rob O Neill Defends MOAB You re Dealing With People Who Only Understand Force https t co cMRdYp1RLK,,,9893
04-14-2017,BarryCockeram1,0,@SarahKSilverman I'm sure the administration will push the march out of the news cycle.... with another publicity s… https://t.co/j8p8Gx9Zod, SarahKSilverman I m sure the administration will push the march out of the news cycle with another publicity s https t co j8p8Gx9Zod,,,109
04-14-2017,haggameltayebf1,0,@JessieJaneDuff @USA_Infidel247 What anchor traitor comey Elisabeth Warren.She still need to explain how Democrats… https://t.co/aJt2q5tuQp, JessieJaneDuff USA_Infidel247 What anchor traitor comey Elisabeth Warren She still need to explain how Democrats https t co aJt2q5tuQp,,,195
04-14-2017,katiewashere00,0,Impeach #DonaldTrump before he gets us all killed! #ImpeachTrump #NorthKorea #moab,Impeach DonaldTrump before he gets us all killed ImpeachTrump NorthKorea moab,,,9
04-14-2017,secondiusacct,0,"@MuradGazdiev And when it hits the Afghanistan desert, it makes a raging *THUMP* sound that'll whip your hat off.

True story. #MOAB", MuradGazdiev And when it hits the Afghanistan desert it makes a raging THUMP sound that ll whip your hat off True story MOAB,,,1687
04-14-2017,JB_Tw645,1,"#MOAB #Trump Ex-Obama officials say hesitation to use force in Syria, elsewhere, emboldened adversaries | https://t.co/EBXFmxUdfR", MOAB Trump Ex Obama officials say hesitation to use force in Syria elsewhere emboldened adversaries https t co EBXFmxUdfR,,,2378
04-14-2017,davidbenz12,0,The latest https://t.co/WBe5VN4ln5! https://t.co/wpDn7YtT8Y Thanks to @MobilePunch #moab,The latest https t co WBe5VN4ln5 https t co wpDn7YtT8Y Thanks to MobilePunch moab,,,42
04-14-2017,kituwah_n8iv,0,Who's side are you on madam?  Defending this nation needs no explanation.  @SenWarren  #MOAB #USA https://t.co/BoRarW7HHd,Who s side are you on madam Defending this nation needs no explanation SenWarren MOAB USA https t co BoRarW7HHd,,,410
04-14-2017,akahemi,0,Why the US used the #MOAB bomb to target #ISIS fighters in #Afghanistan - ABC News - https://t.co/igScgYj2at via @ABC,Why the US used the MOAB bomb to target ISIS fighters in Afghanistan ABC News https t co igScgYj2at via ABC,,,385
04-14-2017,kBob42,0,Non-POTUS level authorization needed for the #MOAB? This is a step in the right direction. https://t.co/fqIG3WtQO4,Non POTUS level authorization needed for the MOAB This is a step in the right direction https t co fqIG3WtQO4,,,140
04-14-2017,KSinCFL,0,@benshapiro Good thing #MOAB was deployed to collapse/block tunnels &amp; caves in remote area used by terrorists &amp; not… https://t.co/0oTwequBOu, benshapiro Good thing MOAB was deployed to collapse block tunnels amp caves in remote area used by terrorists amp not https t co 0oTwequBOu,,,566
04-14-2017,moxargon,0,"Please stop saying the #moab will make more jihadis.

America could give nothing but food &amp; medicine &amp; ISIS would still recruit jihadis.",Please stop saying the moab will make more jihadis America could give nothing but food amp medicine amp ISIS would still recruit jihadis ,,,380
04-14-2017,jbristol11,0,@MNViolinist No. People would rather have @BarackObama drop the equivalent of 3 #MOAB's every day in the region lik… https://t.co/29VVqFh1ZC, MNViolinist No People would rather have BarackObama drop the equivalent of 3 MOAB s every day in the region lik https t co 29VVqFh1ZC,,,1523
04-14-2017,MilHealthReport,0,The latest The Military Health Report Update! https://t.co/uC9LsyXAHK Thanks to @MilitaryHealth @Militarydotcom #vantagepoint #moab,The latest The Military Health Report Update https t co uC9LsyXAHK Thanks to MilitaryHealth Militarydotcom vantagepoint moab,,,211
04-14-2017,SuzanneGavenus,0,Grrrrrr! This guy is a madman. I will not sleep well until he is out of office. #moab #trumpwatch https://t.co/9Fp8oxFM2I,Grrrrrr This guy is a madman I will not sleep well until he is out of office moab trumpwatch https t co 9Fp8oxFM2I,,US,94
04-14-2017,High_Desert_NRA,0,"None of those things are a powers delegated to the Federal government in the Constitution.
National defense IS!… https://t.co/s3twIuhCST",None of those things are a powers delegated to the Federal government in the Constitution National defense IS https t co s3twIuhCST,,,347
04-14-2017,ruhtyt,0,MOAB strike: Dozens of ISIS casualties â and no civilians | MOAB #MOAB https://t.co/iyEcCADQVu #moab,MOAB strike Dozens of ISIS casualties â and no civilians MOAB MOAB https t co iyEcCADQVu moab,,,35270
04-14-2017,raganwalker,0,While the media is covering #NorthKorea &amp; #MOAB &amp; #Syria guess what they aren't covering as much?#RussiaGate which I'm sure was Trump's plan,While the media is covering NorthKorea amp MOAB amp Syria guess what they aren t covering as much RussiaGate which I m sure was Trump s plan,,,1904
04-14-2017,p_HOSStheBOSS,0,"The #MOAB only costs $170,000...not $314 million 😂",The MOAB only costs 170 000 not 314 million ,,,7
04-14-2017,parkstorm,1,tRump dropped a  $16 million #moab in #Afghanistan and allegedly killed 36 people.  He really thinks we're all stupid. #russiagate @cspanwj,tRump dropped a 16 million moab in Afghanistan and allegedly killed 36 people He really thinks we re all stupid russiagate cspanwj,Michigan ,US,666
04-14-2017,knight_falls,0,"I'm reminded of that scene in #IndependenceDay, a technician plays golf, &amp; then the world goes to hell; #Moab,… https://t.co/4BT2SS6wQv",I m reminded of that scene in IndependenceDay a technician plays golf amp then the world goes to hell Moab https t co 4BT2SS6wQv,,,504
04-14-2017,justinthefair,0,If we couldn't have a #SMOD at least we got a #MOAB.,If we couldn t have a SMOD at least we got a MOAB ,,,51
04-14-2017,MarkProkop2,1,"Why was there a mother of all bombs, but no father of all bombs? #moab #motherhood #fatherhood",Why was there a mother of all bombs but no father of all bombs moab motherhood fatherhood,,,187
