created_at,user,retweet_count,text,clean_text,user_loc,country,user_followers_count,sentiment_polarity,sentiment,region
04-14-2017,atownslim2,0.0,These people are actually deranged... bragging about bombings. FYI -#MOAB = mother of all bombs. Aakhiru zamaan peo… https://t.co/0qL4Xu7ucJ,These people are actually deranged bragging about bombings FYI MOAB mother of all bombs Aakhiru zamaan peo https t co 0qL4Xu7ucJ,DC by way of Toronto ,US,591.0,0.0,neutral,USA
04-14-2017,geogwa,0.0,So the #moab killed only 36pple ...,So the moab killed only 36pple ,United States,US,294.0,-0.1,negative,USA
04-14-2017,CindyReynolds,0.0,"The general opinion seems to be the #MOAB was the best bomb to use, but in the long run, it really didn't do anything. It cost $300M.",The general opinion seems to be the MOAB was the best bomb to use but in the long run it really didn t do anything It cost 300M ,Deep in the heart of Texas,US,858.0,0.3,Positive,USA
04-14-2017,mcpinnorthnj,0.0,"ICYMI: Officials = #MOAB drop was ordered by a US general; @POTUS approval
not needed https://t.co/fHz7rcWqNv A must-read!",ICYMI Officials MOAB drop was ordered by a US general POTUS approval not needed https t co fHz7rcWqNv A must read ,"New Jersey, USA",US,147.0,0.05000000000000002,Positive,USA
04-14-2017,YourSoberBuddy,0.0,"Call Your Sober Buddy at 701-500-0636

https://t.co/iBq269aYvs

#MOAB #TaxisInMinot",Call Your Sober Buddy at 701 500 0636 https t co iBq269aYvs MOAB TaxisInMinot,"Minot, ND",US,42.0,0.1,Positive,USA
04-14-2017,polandmary21,0.0,@DonaldJTrumpJr @Fahrenthold #moab #deplorables Commander in Chief? any1 but #trump  cc #AMJoy, DonaldJTrumpJr Fahrenthold moab deplorables Commander in Chief any1 but trump cc AMJoy,"Mahindra World City, Rajasthan",US,1732.0,0.0,neutral,USA
04-14-2017,RodtheDawg,0.0,"So, apparently #MOAB hit a network of caves and tunnels... This is who you're afraid of?",So apparently MOAB hit a network of caves and tunnels This is who you re afraid of ,Toronto ,CA,402.0,-0.27499999999999997,negative,Rest of the World
04-14-2017,DonnaDeFazio,0.0,"@realDonaldTrump will do anything to distract from #russiagate raise​ his poll numbers, gain favor with his… https://t.co/PnkYpMJ5kl", realDonaldTrump will do anything to distract from russiagate raise his poll numbers gain favor with his https t co PnkYpMJ5kl,"The Constitution State, USA ",US,54.0,0.0,neutral,USA
04-14-2017,melgrissom,0.0,@JimChilds10 that and a hug! No more #PC culture. Screw that and screw ISIS! Keep the #moab coming 👇👇👇👇, JimChilds10 that and a hug No more PC culture Screw that and screw ISIS Keep the moab coming ,"Alabama, USA",US,3445.0,-0.25,negative,USA
04-14-2017,BrotherRod,0.0,"Today, military boots on the ground reveal the #MOAB dropped in Afghanistan more than a day ago killed only about 36 ISIS fighters. SMH!!",Today military boots on the ground reveal the MOAB dropped in Afghanistan more than a day ago killed only about 36 ISIS fighters SMH ,"Cibolo, Texas",US,6.0,0.05,Positive,USA
04-14-2017,melgrissom,1.0,@JimChilds10 isn't THIS the biggest load of 💩 you've ever heard! Kumbayah my ass! #moab #ISIS #Screw'em!, JimChilds10 isn t THIS the biggest load of you ve ever heard Kumbayah my ass moab ISIS Screw em ,"Alabama, USA",US,3445.0,0.0,neutral,USA
04-14-2017,apicephoto,0.0,Amen to that #moab https://t.co/GDggjN31CQ,Amen to that moab https t co GDggjN31CQ,,US,110.0,0.0,neutral,USA
04-14-2017,NtechGFX,0.0,So it was President Obama who wanted to use the mother of all bombs #moab I wonder how talk radio is going to spin this one. #talkradio,So it was President Obama who wanted to use the mother of all bombs moab I wonder how talk radio is going to spin this one talkradio,Atlanta,US,161.0,0.0,neutral,USA
04-14-2017,superfares,0.0,"If they expecting for #MOAB, I said no.
@TheLeadCNN https://t.co/wnPOGhLufD",If they expecting for MOAB I said no TheLeadCNN https t co wnPOGhLufD,Planet Earth,US,412.0,0.0,neutral,USA
04-14-2017,ErikSformo,0.0,Reading @KatTimpf tweets back at angry followers has made my day #MOAB,Reading KatTimpf tweets back at angry followers has made my day MOAB,"Virginia Beach, VA",US,99.0,-0.25,negative,USA
04-14-2017,retiredfirecapt,0.0,"@BusterUSMC @oldcruiser1 The #Greens 🤢should be happy, there are solar panels mounted on the back. #MOAB 💥", BusterUSMC oldcruiser1 The Greens should be happy there are solar panels mounted on the back MOAB ,Late-Great state of California,US,9073.0,0.4,Positive,USA
04-14-2017,ufosangelsgods,0.0,And I thought #Moab was a tribe in the bible...,And I thought Moab was a tribe in the bible ,,CA,455.0,0.0,neutral,Rest of the World
04-14-2017,Usman_OnTheMoon,0.0,Both #MOAB &amp; #CruiseMissile attack were just messages by the #Trump admin. That America will not hesitate to go big… https://t.co/9r7T5I0YuZ,Both MOAB amp CruiseMissile attack were just messages by the Trump admin That America will not hesitate to go big https t co 9r7T5I0YuZ,Lived in: ISB/AKL/MEL/BHX,GB,260.0,0.0,neutral,Rest of the World
04-14-2017,JeremyWard33,0.0,"Meanwhile, US military: ""No known civilian casualties."" #moab https://t.co/6Jh4phbgVP",Meanwhile US military No known civilian casualties moab https t co 6Jh4phbgVP,"Seattle, WA",US,1190.0,-0.1,negative,USA
04-14-2017,id_gray1,0.0,@joshfoxfilm Perfect 4 the ISIS beehive in Nangarhar province!! Appropriate use with amazing results! No civilian c… https://t.co/s7ZFmUlIfM, joshfoxfilm Perfect 4 the ISIS beehive in Nangarhar province Appropriate use with amazing results No civilian c https t co s7ZFmUlIfM,"Offenham, England",GB,222.0,0.7000000000000001,Positive,Rest of the World
04-14-2017,mrjakegideon,0.0,"I just filed my #taxes, which fund WMDs like the #MOAB, therefore warmongers must fund @PPact. That's how taxes work, @realDonaldTrump.",I just filed my taxes which fund WMDs like the MOAB therefore warmongers must fund PPact That s how taxes work realDonaldTrump ,United States,US,180.0,0.0,neutral,USA
04-14-2017,RyanSullivanMI,0.0,@shafiqhamdam @papicek It's all #appalling and we don't need your permission to say anything. #MOAB #ISIS, shafiqhamdam papicek It s all appalling and we don t need your permission to say anything MOAB ISIS,Michigan,US,513.0,-0.35,negative,USA
04-14-2017,AngelaS71004503,1.0,Trump became President because he is a fighter. Trump won't give up. #MOAB #MakeAmericaGreatAgain 🇺🇸 https://t.co/rPGqxkMAby,Trump became President because he is a fighter Trump won t give up MOAB MakeAmericaGreatAgain https t co rPGqxkMAby,"Orlando, FL",US,440.0,0.0,neutral,USA
04-14-2017,ben_digeidfran,0.0,The US tells us their weapons use precision targeting. Only 'bad guys' are killed. There's nothing precision about the #MOAB. Everybody dies,The US tells us their weapons use precision targeting Only bad guys are killed There s nothing precision about the MOAB Everybody dies,"Caerdydd, Wales",GB,23.0,-0.3,negative,Rest of the World
04-14-2017,folowerrr,1.0,New #KoreanWar may break out ‘at any moment’ – #Chinese FM https://t.co/ye4zwsoLSG #NorthKorea #Pyongyang #ww3 #china #Korea #moab #trump,New KoreanWar may break out at any moment Chinese FM https t co ye4zwsoLSG NorthKorea Pyongyang ww3 china Korea moab trump,Lower Manhattan,US,1423.0,0.06818181818181818,Positive,USA
04-14-2017,MikeDBears34,0.0,"What the fuck..   need about 1000 more #MOAB over there, stat. https://t.co/MWcyTzrVgO",What the fuck need about 1000 more MOAB over there stat https t co MWcyTzrVgO,"Atlanta,  GA ",US,1403.0,0.04999999999999999,Positive,USA
04-14-2017,agentc2,0.0,"After the #moab strike, #ISIS has been rendered combat ineffective in #Afghanistan",After the moab strike ISIS has been rendered combat ineffective in Afghanistan,Orlando,US,894.0,0.0,neutral,USA
04-14-2017,LeleNtobo,0.0,"What's next? North Korea with ""god of all bombs ""? 😒😒😒 #MOAB #FOAB https://t.co/ts3LWL2j7G",What s next North Korea with god of all bombs MOAB FOAB https t co ts3LWL2j7G,"Sandton, South Africa",ZA,529.0,0.0,neutral,Rest of the World
04-14-2017,teriwithzeal,0.0,We are at war #elizabethwarren. You have no right to know anything #MOAB We will eradicate #ISIS from this earth… https://t.co/n3fnuvI9DW,We are at war elizabethwarren You have no right to know anything MOAB We will eradicate ISIS from this earth https t co n3fnuvI9DW,Somewhere out there :),US,271.0,-0.14285714285714285,negative,USA
04-14-2017,VinceJarvis2,1.0,For the people that are skeptical about the bomb drop. 36 confirmed ISIS members are dead and no reports of any civilian casualties. #MOAB,For the people that are skeptical about the bomb drop 36 confirmed ISIS members are dead and no reports of any civilian casualties MOAB,,US,751.0,-0.09999999999999999,negative,USA
04-14-2017,MABrownStuff,0.0,#MOAB - because a multi-million dollar engine of destruction obviously needs a dumb name to make it memorable., MOAB because a multi million dollar engine of destruction obviously needs a dumb name to make it memorable ,"Accrington, close to squirrels",GB,403.0,0.041666666666666664,Positive,Rest of the World
04-14-2017,mldemmons,0.0,"314 million to kill 36 terrorists. You elected a ""businessman"" president who knows nothing about cost benefit. #moab",314 million to kill 36 terrorists You elected a businessman president who knows nothing about cost benefit moab,Atlanta,US,577.0,0.0,neutral,USA
04-14-2017,bytheseas30,0.0,"36 people?  That only cost $8,694,444 per person killed. This is going to be an expensive war  #MOAB",36 people That only cost 8 694 444 per person killed This is going to be an expensive war MOAB,Ireland,IE,13.0,-0.2333333333333333,negative,Rest of the World
04-14-2017,1957RAB,0.0,Hoping for a bike ride tomorrow on basis that my 'missile bingo' card won't complete with the #NorthKorea square overnight #Trump #moab,Hoping for a bike ride tomorrow on basis that my missile bingo card won t complete with the NorthKorea square overnight Trump moab,The Cotswolds,GB,31.0,0.1,Positive,Rest of the World
04-14-2017,jmichaelkell,0.0,".@GeraldoRivera masturbates to footage of bombs and missiles. 

File that under things I never needed to know. 

#MOAB", GeraldoRivera masturbates to footage of bombs and missiles File that under things I never needed to know MOAB,"Chicago, IL",US,2825.0,0.0,neutral,USA
04-14-2017,macgibbons,0.0,"@1NewsNZ ""36 militants and no civilians."" You have to be impressed with the precision of this 11 tonne bomb don'tcha? #cough #snort #MOAB", 1NewsNZ 36 militants and no civilians You have to be impressed with the precision of this 11 tonne bomb don tcha cough snort MOAB,"Greymouth, NZ",NZ,948.0,1.0,Positive,Rest of the World
04-14-2017,KandiRider,1.0,"Kill ISIS, Kill radical Islamists everywhere - No Safe Space Anywhere. #MOAB https://t.co/6gYptV6Ymy",Kill ISIS Kill radical Islamists everywhere No Safe Space Anywhere MOAB https t co 6gYptV6Ymy,Minnesota. God Bless America,US,17510.0,-0.25,negative,USA
04-14-2017,4the1789uscons1,0.0,"#Russia sez it has ""the Father of All Bombs"" or #FOAB - more powerful than US's #MOAB REPORTS @guardian. @PaducahCity would glow in the dark", Russia sez it has the Father of All Bombs or FOAB more powerful than US s MOAB REPORTS guardian PaducahCity would glow in the dark,"Paducah, Ky.",US,1744.0,0.21666666666666667,Positive,USA
04-14-2017,castaway5555,0.0,"#MOAB, several dozen fighters killed, a whole mountain removed ... lots of high-fiving, #shockandawe ... testosterone party.", MOAB several dozen fighters killed a whole mountain removed lots of high fiving shockandawe testosterone party ,"Los Angeles, CA",US,2266.0,0.04,Positive,USA
04-14-2017,newsvandal,2.0,ON THE AIR + ONLINE NOW: The Week That Was w/@newsvandal + #MOAB #SyriaStrike #Russiagate #Trump #PieceOfCake https://t.co/spRpkSSyOE,ON THE AIR ONLINE NOW The Week That Was w newsvandal MOAB SyriaStrike Russiagate Trump PieceOfCake https t co spRpkSSyOE,"Oakland, CA",US,1033.0,0.0,neutral,USA
04-14-2017,fredericg,1.0,The $314M figure re the #MOAB is inaccurate-see this https://t.co/nNaopGgfZ2,The 314M figure re the MOAB is inaccurate see this https t co nNaopGgfZ2,"ÜT: 45.507157,-73.616421",CA,3709.0,0.0,neutral,Rest of the World
04-14-2017,robchristianson,0.0,Introducing the #MOAB - the Mother Of All Burritos! #carneAsada #Orting… https://t.co/18cvTG0Uog,Introducing the MOAB the Mother Of All Burritos carneAsada Orting https t co 18cvTG0Uog,"Seattle, WA",US,3963.0,0.0,neutral,USA
04-14-2017,hawkfan0607,0.0,People criticizing the Military for dropping the #MOAB is missing the point solders would have been sent in to clear that area now no need,People criticizing the Military for dropping the MOAB is missing the point solders would have been sent in to clear that area now no need,"Arizona, USA",US,327.0,-0.06666666666666667,negative,USA
04-14-2017,stych626,0.0,"@LouDobbs @POTUS @FredBarnes @jrandolphevans NK can call it war,
To the USA it will be like stepping on an ant.    
#MOAB 'em!", LouDobbs POTUS FredBarnes jrandolphevans NK can call it war To the USA it will be like stepping on an ant MOAB em ,"Lansing, MI",US,79.0,0.0,neutral,USA
04-14-2017,WasatchGuides,2.0,Kicking it still #moab #rockclimbing #camping #mtb #mountainbiking #mountainbike… https://t.co/8QGVeGDj6s,Kicking it still moab rockclimbing camping mtb mountainbiking mountainbike https t co 8QGVeGDj6s,"Park City, UT",US,356.0,0.0,neutral,USA
04-14-2017,Snikk,1.0,"We have the best military in the world. #Trump is letting the experts do their job. #MAGA #MOAB 
https://t.co/vr0fVfZ3qi",We have the best military in the world Trump is letting the experts do their job MAGA MOAB https t co vr0fVfZ3qi,"Centurion, South Africa",ZA,8151.0,0.45,Positive,Rest of the World
04-14-2017,trendinaliaIN,0.0,"On Friday 14, #MOAB was Trending Topic in India for 8 hours: https://t.co/dONYlzkbpd #trndnl",On Friday 14 MOAB was Trending Topic in India for 8 hours https t co dONYlzkbpd trndnl,India,IN,47463.0,0.0,neutral,Rest of the World
04-14-2017,SharpestJim,10.0,A golden @afbranco oldie. But still as pertinent (if not more so) today. #MOAB #MAGA https://t.co/enAu9ddyLU,A golden afbranco oldie But still as pertinent if not more so today MOAB MAGA https t co enAu9ddyLU,Socialist Republic of Alachua,US,8121.0,0.024999999999999994,Positive,USA
04-14-2017,JeremyWard33,1.0,US warmongers cultivate a profound sickness of the soul. #moab https://t.co/B65BcOdmkM,US warmongers cultivate a profound sickness of the soul moab https t co B65BcOdmkM,"Seattle, WA",US,1190.0,0.08333333333333333,Positive,USA
04-14-2017,JeremyWard33,0.0,"This is you, America. Welcome to you. #moab https://t.co/ZbW4ouhwNk",This is you America Welcome to you moab https t co ZbW4ouhwNk,"Seattle, WA",US,1190.0,0.8,Positive,USA
04-14-2017,aroyal4oz,0.0,"#CENTCOM #WARonISIS #MOAB #Nangarhar NYT: ‘#MotherofAllBombs’ #Killed #Dozens of #ISMilitants, #AfghanOfficials Say https://t.co/VM8oZz9yEn", CENTCOM WARonISIS MOAB Nangarhar NYT MotherofAllBombs Killed Dozens of ISMilitants AfghanOfficials Say https t co VM8oZz9yEn,"Willoughby, Sydney, Australia",AU,144.0,-0.2,negative,Rest of the World
04-14-2017,mldemmons,0.0,"So, we just spent over $300 million, and all we killed was 36 #ISIS fighters??? #MOAB I hope @realDonaldTrump's  hard-on it was worth it.",So we just spent over 300 million and all we killed was 36 ISIS fighters MOAB I hope realDonaldTrump s hard on it was worth it ,Atlanta,US,577.0,-0.0729166666666667,negative,USA
04-14-2017,Phxflyer,1.0,"If we're truthful with ourselves the real #moab was dropped on 11/8/16, they day we failed our national morality &amp; IQ tests. #TrumpColluded",If we re truthful with ourselves the real moab was dropped on 11 8 16 they day we failed our national morality amp IQ tests TrumpColluded,"Phoenix, AZ",US,668.0,0.06666666666666665,Positive,USA
04-14-2017,trendinaliaCH,0.0,#MOAB just started trending with 285957 tweets. More trends at https://t.co/WHwtAM2j31 #trndnl, MOAB just started trending with 285957 tweets More trends at https t co WHwtAM2j31 trndnl,Suiza,CH,371.0,0.5,Positive,Rest of the World
04-14-2017,Davidwrg,0.0,"Like don't let children play with matches. This psycho is playing w cruise missiles, #MOAB, Aircraft carriers, long… https://t.co/lTXsUgt1zI",Like don t let children play with matches This psycho is playing w cruise missiles MOAB Aircraft carriers long https t co lTXsUgt1zI,St. Pete #VivaLaResistance,US,8236.0,-0.05,negative,USA
04-14-2017,rameshfilms,0.0,The Ugly American- only country in the world to have used all of them - #Nuclear #Napalm #AgentOrange and now #MOAB https://t.co/Cq5QRYlV5w,The Ugly American only country in the world to have used all of them Nuclear Napalm AgentOrange and now MOAB https t co Cq5QRYlV5w,india,IN,3599.0,-0.2333333333333333,negative,Rest of the World
04-14-2017,TheKamikazi,0.0,Read this thread!! #moab https://t.co/rVPWsST4t5,Read this thread moab https t co rVPWsST4t5,Birmingham/London/ Portsmouth,GB,1793.0,0.0,neutral,Rest of the World
04-14-2017,supershekels,0.0,"#MOABBomb #MOAB #SuperShekelsProductions 
@realDonaldTrump vs #Pokemon 
Pokeball dropped on #falseflag #fakenews… https://t.co/t6fNXWc9ap", MOABBomb MOAB SuperShekelsProductions realDonaldTrump vs Pokemon Pokeball dropped on falseflag fakenews https t co t6fNXWc9ap,"Texas, USA",US,5.0,0.0,neutral,USA
04-14-2017,mabri1741,0.0,@kwelkernbc comes up with ridiculous idea that using #MOAB in Afghanistan could send a message to North Korea &amp; keeps running with it..., kwelkernbc comes up with ridiculous idea that using MOAB in Afghanistan could send a message to North Korea amp keeps running with it ,,US,760.0,-0.3333333333333333,negative,USA
04-14-2017,RashErika,0.0,Drop 20 more #MOAB on Afghanistan or any known ISIS. Besides oil what do we need Muslims 4? They create 0 so get rid of Islam problem solved,Drop 20 more MOAB on Afghanistan or any known ISIS Besides oil what do we need Muslims 4 They create 0 so get rid of Islam problem solved,Las Vegas,US,331.0,0.5,Positive,USA
04-14-2017,refoman50,0.0,"@AgendaOfEvil shame they didnt drop it on Mecca,wouldve cleared out a few thousand ISIS operatives in one go,get yo… https://t.co/HQxqYZYtAP", AgendaOfEvil shame they didnt drop it on Mecca wouldve cleared out a few thousand ISIS operatives in one go get yo https t co HQxqYZYtAP,newark,GB,1644.0,-0.2,negative,Rest of the World
04-14-2017,TheWarOfNow,1.0,#Moab #MOABBomb Part 2? #NorthKorea #KimJongUn https://t.co/iIssl5etux, Moab MOABBomb Part 2 NorthKorea KimJongUn https t co iIssl5etux,DWS-Defcon-4,GB,1331.0,0.0,neutral,Rest of the World
04-14-2017,EverythingCHO,0.0,"@lsarsour Might not be able to bomb away an ideology, but we can bomb away the followers of that ideology.
#MOAB to… https://t.co/oj8ihVqlVC", lsarsour Might not be able to bomb away an ideology but we can bomb away the followers of that ideology MOAB to https t co oj8ihVqlVC,"Burlington, VT",US,184.0,0.5,Positive,USA
04-14-2017,coletroisi,0.0,why did they take away the 🔫 but leave 💣#moab,why did they take away the but leave moab,"Boston, MA",US,62.0,0.0,neutral,USA
04-14-2017,TheMiamiQueet,0.0,Masterful job by the defense after a rocky start. Boy did they do their job. Blew the entire case up from little holes to the #MOAB.,Masterful job by the defense after a rocky start Boy did they do their job Blew the entire case up from little holes to the MOAB ,SF Bay Area ✈️ Philly,US,2022.0,0.2708333333333333,Positive,USA
04-14-2017,jgderuvo,0.0,"Memo to @SenWarren Uh I'm pretty sure the purpose of the #MOAb is to kill people and break things. #itscalledwar, #Fauxcahontas. #LieAwatha",Memo to SenWarren Uh I m pretty sure the purpose of the MOAb is to kill people and break things itscalledwar Fauxcahontas LieAwatha,,US,1194.0,0.375,Positive,USA
04-14-2017,jchaltiwanger,0.0,@Uncle_Jimbo I think decision to use #MOAB represents a disproportionate use of force. And we've had it for years -… https://t.co/PWkAxhqiQq, Uncle_Jimbo I think decision to use MOAB represents a disproportionate use of force And we ve had it for years https t co PWkAxhqiQq,New York City ,US,11285.0,0.0,neutral,USA
04-14-2017,Hoppalicious,0.0,"Saw Melo and Aaron Hernandez trending and thought ""Oh no, now we know how #TheLastJedi ends. 

WHAT happened to #MOAB? We hardly knew her.",Saw Melo and Aaron Hernandez trending and thought Oh no now we know how TheLastJedi ends WHAT happened to MOAB We hardly knew her ,"Ithaca, NY",US,1700.0,-0.2916666666666667,negative,USA
04-14-2017,HexAndTheCity13,0.0,"Hey @POTUS...  So we can't afford #MealsonWheels, #pbs, feeding and housing the homeless/#veterans, but we can spend $314M on a #Bomb? #moab",Hey POTUS So we can t afford MealsonWheels pbs feeding and housing the homeless veterans but we can spend 314M on a Bomb moab,"Chicago, IL",US,183.0,0.0,neutral,USA
04-14-2017,WillSpahn,0.0,"Oh by the way the #MOAB blast radius of 1 mile equates to 3 square miles (àctually 3.14 square miles), #killthemall",Oh by the way the MOAB blast radius of 1 mile equates to 3 square miles àctually 3 14 square miles killthemall,"Connecticut, USA",US,66.0,0.0,neutral,USA
04-14-2017,AsAdJaMiLrAnA,0.0,16 million dollars for 1 #Moab #Afghanistan #36killed #USA,16 million dollars for 1 Moab Afghanistan 36killed USA,"karachi, Pakistan",PK,121.0,0.0,neutral,Rest of the World
04-14-2017,SFRiddell,0.0,"#MOAB use may have been necessary militarily, but dropping MOAB is not America at its best. @foxandfriends represen… https://t.co/8ZMKRNLIlm", MOAB use may have been necessary militarily but dropping MOAB is not America at its best foxandfriends represen https t co 8ZMKRNLIlm,,US,37.0,0.3,Positive,USA
04-14-2017,Miller_Hyatt,19.0,Was the #MOAB dropped on ISIS in #Afghanistan successful? #First100Days #GetWoke,Was the MOAB dropped on ISIS in Afghanistan successful First100Days GetWoke,"Columbia,SC",US,201.0,0.75,Positive,USA
04-14-2017,brockreiss,0.0,"Task force 58, Tora Bora, Bin Laden escape, Brig. Gen. James N. Mattis, CIA and #MOAB #36Isis https://t.co/q9DEUfaihP",Task force 58 Tora Bora Bin Laden escape Brig Gen James N Mattis CIA and MOAB 36Isis https t co q9DEUfaihP,,US,122.0,0.0,neutral,USA
04-14-2017,offroad_dreamin,0.0,"""Red, white, and blue.""

You misspelled ""giant throbbing man-child erection""
#MOAB https://t.co/FYFHejXvNq", Red white and blue You misspelled giant throbbing man child erection MOAB https t co FYFHejXvNq,,US,41.0,0.0,neutral,USA
04-14-2017,CassidyRoth3,0.0,Everything about this is sick. #MOAB https://t.co/nbUO3qOqzV,Everything about this is sick MOAB https t co nbUO3qOqzV,,US,210.0,-0.7142857142857143,negative,USA
04-14-2017,SweetLou30,0.0,Peeps are tripping over the bomb on Afghan. A $300 Mill bomb is a better investment than dead GI's. #MOAB,Peeps are tripping over the bomb on Afghan A 300 Mill bomb is a better investment than dead GI s MOAB,"Minnesota, USA",US,54.0,0.15,Positive,USA
04-14-2017,marcgarlasco,0.0,That last sentence though...hits like the #MOAB https://t.co/CqhT4yts2p,That last sentence though hits like the MOAB https t co CqhT4yts2p,New York,US,655.0,0.0,neutral,USA
04-14-2017,McTestaInc,0.0,"So Trump didn't order the #moab apparently afterall. In the case of this particular POTUS, I'd prefer Trump out of… https://t.co/EAWalyWWHQ",So Trump didn t order the moab apparently afterall In the case of this particular POTUS I d prefer Trump out of https t co EAWalyWWHQ,"Tacoma, WA",US,2713.0,0.10833333333333334,Positive,USA
04-14-2017,TeamHudson11,0.0,"@Qwarktastic2 @rmlaplante @TheTruthOneTwo #Gorsuch, both XLs going forward, jobs, stock market⤴️ #SyriaStrikes,… https://t.co/KV6C9pMymJ", Qwarktastic2 rmlaplante TheTruthOneTwo Gorsuch both XLs going forward jobs stock market SyriaStrikes https t co KV6C9pMymJ,"Phoenix, AZ ☀️",US,3162.0,0.0,neutral,USA
04-14-2017,cosmicsoul477,0.0,"People who get political ""hard-ons"" over thousands of people being bombed and about the prospect of going to war freak me out. Ugh! #moab",People who get political hard ons over thousands of people being bombed and about the prospect of going to war freak me out Ugh moab,"Miami Gardens, Florida, USA",US,412.0,-0.14583333333333334,negative,USA
04-14-2017,MikeEstacio,0.0,"@realdonaldtrump be like #moab #dowehaveaproblem #nuke #trump #maga @ Los Angeles, California https://t.co/ucx1gB8jhk", realdonaldtrump be like moab dowehaveaproblem nuke trump maga Los Angeles California https t co ucx1gB8jhk,Los Angeles,US,532.0,0.0,neutral,USA
04-14-2017,MelChiov,0.0,"Some people in #Achin &amp; nearby for #moab some opposed, tired of tweets saying one guy said x so all in Achin must feel this way #Afghanistan",Some people in Achin amp nearby for moab some opposed tired of tweets saying one guy said x so all in Achin must feel this way Afghanistan,"Boston, MA",US,456.0,-0.4,negative,USA
04-14-2017,smileyt22,1.0,@VaTxn @cspanwj @kybelle1957 @GOP Aren't you Republican teabillies getting tired of losing with Trump. LOL!… https://t.co/bcb4cVgVEQ, VaTxn cspanwj kybelle1957 GOP Aren t you Republican teabillies getting tired of losing with Trump LOL https t co bcb4cVgVEQ,Missouri,US,8249.0,0.2,Positive,USA
04-14-2017,sonofadream1,0.0,So we used #MOAB to do what a typical domestic terrorist accomplishes #maga #WeTriedToTellYa #ItsTooMuch,So we used MOAB to do what a typical domestic terrorist accomplishes maga WeTriedToTellYa ItsTooMuch,The Nickel City,US,31.0,-0.08333333333333333,negative,USA
04-14-2017,LilLubbie,0.0,@BasedMonitored Just an Angry woman with no relevance! What the hell is she talking about? Has to talk about civili… https://t.co/knXDbuf4SM, BasedMonitored Just an Angry woman with no relevance What the hell is she talking about Has to talk about civili https t co knXDbuf4SM,,US,1737.0,-0.5,negative,USA
